Participant,Media,Timeline,AOI,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Average_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Number_of_saccades_in_AOI
4,Presentation6,Entire Recording,DELETE,10526,150,70,74706,2.77345,16688,1284,13,74706,27
4,Presentation6,Entire Recording,Q,58054,186,312,76804,2.74825,85691,5356,16,76804,145
4,Presentation6,Entire Recording,T,25798,175,147,72793,2.79759,38038,2717,14,72793,74
4,Presentation7,T+A&P,M4-1-A,9876,150,66,23208,2.77162,12757,364,35,23208,13
4,Presentation7,T+A&P,M4-1-B,3497,140,25,60627,2.84992,5296,312,17,60627,3
4,Presentation7,T+A&P,M4-1-C,6212,177,35,62226,2.93549,9060,647,14,62226,11
4,Presentation7,T+A&P,M4-1-D,1632,148,11,69920,2.92925,3797,1266,3,69920,0
4,Presentation7,T+A&P,P,23600,265,89,357,2.944,28045,2003,14,357,56
4,Presentation7,T+A&P,DELETE,2631,155,17,2306,2.95731,3647,1216,3,2306,8
4,Presentation7,T+A&P,DELETE,5746,160,36,1373,2.80911,7744,430,18,1373,7
4,Presentation7,T+A&P,Q,39505,163,242,7269,2.81865,71010,3381,21,7269,96
4,Presentation7,T+A&P,T,10942,154,71,1373,2.84416,16422,1263,13,1373,24
4,Presentation7,Entire Recording,M4-1-A,9876,150,66,66286,2.77162,12757,364,35,66286,13
4,Presentation7,Entire Recording,M4-1-B,3497,140,25,103705,2.84992,5296,312,17,103705,3
4,Presentation7,Entire Recording,M4-1-C,6212,177,35,105304,2.93549,9060,647,14,105304,11
4,Presentation7,Entire Recording,M4-1-D,1632,148,11,112999,2.92925,3797,1266,3,112999,0
4,Presentation7,Entire Recording,P,23600,265,89,43436,2.944,28045,2003,14,43436,56
4,Presentation7,Entire Recording,DELETE,2631,155,17,45385,2.95731,3647,1216,3,45385,8
4,Presentation7,Entire Recording,DELETE,5746,160,36,44452,2.80911,7744,430,18,44452,7
4,Presentation7,Entire Recording,Q,39505,163,242,50348,2.81865,71010,3381,21,50348,96
4,Presentation7,Entire Recording,T,10942,154,71,44452,2.84416,16422,1263,13,44452,24
4,Presentation8,T+A&P,M4-2-A,4896,153,32,9200,2.73418,6595,412,16,9200,5
4,Presentation8,T+A&P,M4-2-B,4247,133,32,13197,2.71712,5879,392,15,13197,8
4,Presentation8,T+A&P,M4-2-C,4780,133,36,98115,2.78432,6029,317,19,98115,5
4,Presentation8,T+A&P,M4-2-D,6062,152,40,89005,2.84984,8044,383,21,89005,8
4,Presentation8,T+A&P,P,4697,147,32,623,2.81465,5912,296,20,623,7
4,Presentation8,T+A&P,DELETE,19969,235,85,2921,2.74186,24566,3071,8,2921,53
4,Presentation8,T+A&P,DELETE,16471,146,113,2721,2.70264,26512,1560,17,2721,31
4,Presentation8,T+A&P,Q,31444,147,214,2488,2.78356,48346,1179,41,2488,78
4,Presentation8,T+A&P,T,36440,184,198,2721,2.72548,51561,2344,22,2721,86
4,Presentation8,Entire Recording,M4-2-A,4896,153,32,54590,2.73418,6595,412,16,54590,5
4,Presentation8,Entire Recording,M4-2-B,4247,133,32,58587,2.71712,5879,392,15,58587,8
4,Presentation8,Entire Recording,M4-2-C,4780,133,36,143505,2.78432,6029,317,19,143505,5
4,Presentation8,Entire Recording,M4-2-D,6062,152,40,134395,2.84984,8044,383,21,134395,8
4,Presentation8,Entire Recording,P,4697,147,32,46013,2.81465,5912,296,20,46013,7
4,Presentation8,Entire Recording,DELETE,19969,235,85,48311,2.74186,24566,3071,8,48311,53
4,Presentation8,Entire Recording,DELETE,16471,146,113,48111,2.70264,26512,1560,17,48111,31
4,Presentation8,Entire Recording,Q,31444,147,214,47878,2.78356,48346,1179,41,47878,78
4,Presentation8,Entire Recording,T,36440,184,198,48111,2.72548,51561,2344,22,48111,86
5,Presentation1,T,M1-1-A,7428,232,32,11198,2.72134,8011,616,13,11198,17
5,Presentation1,T,M1-1-B,10209,208,49,12547,2.69524,11292,807,14,12547,33
5,Presentation1,T,M1-1-BLANK,1382,346,4,73,3.81386,1566,1566,1,73,3
5,Presentation1,T,M1-1-C,7711,308,25,60013,2.7324,8277,1380,6,60013,18
5,Presentation1,T,M1-1-D,633,158,4,65259,2.668,683,341,2,65259,2
5,Presentation1,T,M1-1-DELETE,21051,257,82,2154,2.78833,23550,5887,4,2154,77
5,Presentation1,T,M1-1-DELETE,51102,240,213,0,2.69291,59027,4541,13,0,175
5,Presentation1,T,Q,38721,242,160,8267,2.71604,43634,3356,13,8267,135
5,Presentation1,T,T,74402,243,306,0,2.72343,85392,6099,14,0,263
5,Presentation1,Entire Recording,M1-1-A,7428,232,32,105331,2.72134,8011,616,13,105331,17
5,Presentation1,Entire Recording,M1-1-B,10209,208,49,106680,2.69524,11292,807,14,106680,33
5,Presentation1,Entire Recording,M1-1-BLANK,1382,346,4,94205,3.81386,1566,1566,1,94205,3
5,Presentation1,Entire Recording,M1-1-C,7711,308,25,154145,2.7324,8277,1380,6,154145,18
5,Presentation1,Entire Recording,M1-1-D,633,158,4,159392,2.668,683,341,2,159392,2
5,Presentation1,Entire Recording,M1-1-DELETE,21051,257,82,96287,2.78833,23550,5887,4,96287,77
5,Presentation1,Entire Recording,M1-1-DELETE,51102,240,213,94133,2.69291,59027,4541,13,94133,175
5,Presentation1,Entire Recording,Q,38721,242,160,102399,2.71604,43634,3356,13,102399,135
5,Presentation1,Entire Recording,T,74402,243,306,94133,2.72343,85392,6099,14,94133,263
5,Presentation2,T,M1-2-A,12741,240,53,29128,2.6063,14037,826,17,29128,32
5,Presentation2,T,M1-2-B,5979,239,25,34408,2.57604,6695,837,8,34408,12
5,Presentation2,T,M1-2-BLANK,399,399,1,0,3.48666,399,399,1,0,0
5,Presentation2,T,M1-2-C,6928,239,29,37589,2.64254,7744,774,10,37589,17
5,Presentation2,T,M1-2-D,1232,246,5,43301,2.68761,1249,312,4,43301,1
5,Presentation2,T,M1-2-DELETE,7561,229,33,1781,2.75271,8344,1391,6,1781,24
5,Presentation2,T,M1-2-DELETE,60600,233,260,466,2.68167,70906,2445,29,466,148
5,Presentation2,T,Q,38222,239,160,2381,2.62469,43016,1483,29,2381,112
5,Presentation2,T,T,73124,232,315,466,2.69162,85428,2848,30,466,190
5,Presentation2,Entire Recording,M1-2-A,12741,240,53,72360,2.6063,14037,826,17,72360,32
5,Presentation2,Entire Recording,M1-2-B,5979,239,25,77640,2.57604,6695,837,8,77640,12
5,Presentation2,Entire Recording,M1-2-BLANK,399,399,1,43232,3.48666,399,399,1,43232,0
5,Presentation2,Entire Recording,M1-2-C,6928,239,29,80821,2.64254,7744,774,10,80821,17
5,Presentation2,Entire Recording,M1-2-D,1232,246,5,86533,2.68761,1249,312,4,86533,1
5,Presentation2,Entire Recording,M1-2-DELETE,7561,229,33,45013,2.75271,8344,1391,6,45013,24
5,Presentation2,Entire Recording,M1-2-DELETE,60600,233,260,43698,2.68167,70906,2445,29,43698,148
5,Presentation2,Entire Recording,Q,38222,239,160,45613,2.62469,43016,1483,29,45613,112
5,Presentation2,Entire Recording,T,73124,232,315,43698,2.69162,85428,2848,30,43698,190
5,Presentation3,T+A,M2-1-A,2498,416,6,2253,2.74493,2548,637,4,2253,2
5,Presentation3,T+A,M2-1-B,2398,218,11,71344,2.7726,2498,312,8,71344,2
5,Presentation3,T+A,M2-1-BLANK,483,241,2,804,3.89158,483,241,2,804,0
5,Presentation3,T+A,M2-1-C,5929,395,15,71627,2.78056,6196,885,7,71627,8
5,Presentation3,T+A,M2-1-D,450,450,1,73159,2.63619,450,450,1,73159,0
5,Presentation3,T+A,M2-1-DELETE,483,161,3,3536,2.8928,533,266,2,3536,1
5,Presentation3,T+A,M2-1-DELETE,57716,280,206,338,2.74427,64354,4950,13,338,188
5,Presentation3,T+A,Q,19469,304,64,2253,2.75597,21665,3611,6,2253,56
5,Presentation3,T+A,T,60231,278,217,338,2.74716,67602,9657,7,338,203
5,Presentation3,Entire Recording,M2-1-A,2498,416,6,51380,2.74493,2548,637,4,51380,2
5,Presentation3,Entire Recording,M2-1-B,2398,218,11,120471,2.7726,2498,312,8,120471,2
5,Presentation3,Entire Recording,M2-1-BLANK,483,241,2,49931,3.89158,483,241,2,49931,0
5,Presentation3,Entire Recording,M2-1-C,5929,395,15,120754,2.78056,6196,885,7,120754,8
5,Presentation3,Entire Recording,M2-1-D,450,450,1,122286,2.63619,450,450,1,122286,0
5,Presentation3,Entire Recording,M2-1-DELETE,483,161,3,52663,2.8928,533,266,2,52663,1
5,Presentation3,Entire Recording,M2-1-DELETE,57716,280,206,49465,2.74427,64354,4950,13,49465,188
5,Presentation3,Entire Recording,Q,19469,304,64,51380,2.75597,21665,3611,6,51380,56
5,Presentation3,Entire Recording,T,60231,278,217,49465,2.74716,67602,9657,7,49465,203
5,Presentation4,T+A,M2-2-A,14621,281,52,12996,2.69244,15852,932,17,12996,33
5,Presentation4,T+A,M2-2-B,12489,278,45,19308,2.69085,13588,906,15,19308,29
5,Presentation4,T+A,M2-2-BLANK,0,,0,,,0,,0,,0
5,Presentation4,T+A,M2-2-C,11725,355,33,21607,2.71391,12541,1254,10,21607,22
5,Presentation4,T+A,M2-2-D,2382,298,8,22373,2.83323,2498,833,3,22373,5
5,Presentation4,T+A,M2-2-DELETE,7661,274,28,1971,2.78855,8544,1709,5,1971,22
5,Presentation4,T+A,M2-2-DELETE,44668,281,159,272,2.65299,49828,3833,13,272,134
5,Presentation4,T+A,Q,55175,302,183,3053,2.72165,61532,6153,10,3053,162
5,Presentation4,T+A,T,53961,280,193,272,2.67519,60735,6074,10,272,168
5,Presentation4,Entire Recording,M2-2-A,14621,281,52,62097,2.69244,15852,932,17,62097,33
5,Presentation4,Entire Recording,M2-2-B,12489,278,45,68409,2.69085,13588,906,15,68409,29
5,Presentation4,Entire Recording,M2-2-BLANK,0,,0,,,0,,0,,0
5,Presentation4,Entire Recording,M2-2-C,11725,355,33,70707,2.71391,12541,1254,10,70707,22
5,Presentation4,Entire Recording,M2-2-D,2382,298,8,71473,2.83323,2498,833,3,71473,5
5,Presentation4,Entire Recording,M2-2-DELETE,7661,274,28,51071,2.78855,8544,1709,5,51071,22
5,Presentation4,Entire Recording,M2-2-DELETE,44668,281,159,49373,2.65299,49828,3833,13,49373,134
5,Presentation4,Entire Recording,Q,55175,302,183,52154,2.72165,61532,6153,10,52154,162
5,Presentation4,Entire Recording,T,53961,280,193,49373,2.67519,60735,6074,10,49373,168
5,Presentation5,T+P,M3-1-A,8261,295,28,91624,2.63658,9127,1141,8,91624,18
5,Presentation5,T+P,M3-1-B,4996,238,21,99152,2.6486,5346,594,9,99152,12
5,Presentation5,T+P,M3-1-C,9676,285,34,109844,2.66545,10259,684,15,109844,19
5,Presentation5,T+P,M3-1-D,3697,231,16,112276,2.75044,3964,793,5,112276,11
5,Presentation5,T+P,P,31394,249,126,1376,2.7432,34923,1838,19,1376,93
5,Presentation5,T+P,DELETE,46500,251,185,793,2.75434,52229,3072,17,793,161
5,Presentation5,T+P,DELETE,9043,251,36,36284,2.64274,9926,1241,8,36284,26
5,Presentation5,T+P,Q,35262,263,134,87878,2.65989,39857,6643,6,87878,124
5,Presentation5,T+P,T,58141,247,235,429,2.74277,65784,4386,15,429,209
5,Presentation5,Entire Recording,M3-1-A,8261,295,28,144419,2.63658,9127,1141,8,144419,18
5,Presentation5,Entire Recording,M3-1-B,4996,238,21,151947,2.6486,5346,594,9,151947,12
5,Presentation5,Entire Recording,M3-1-C,9676,285,34,162639,2.66545,10259,684,15,162639,19
5,Presentation5,Entire Recording,M3-1-D,3697,231,16,165071,2.75044,3964,793,5,165071,11
5,Presentation5,Entire Recording,P,31394,249,126,54171,2.7432,34923,1838,19,54171,93
5,Presentation5,Entire Recording,DELETE,46500,251,185,53588,2.75434,52229,3072,17,53588,161
5,Presentation5,Entire Recording,DELETE,9043,251,36,89079,2.64274,9926,1241,8,89079,26
5,Presentation5,Entire Recording,Q,35262,263,134,140673,2.65989,39857,6643,6,140673,124
5,Presentation5,Entire Recording,T,58141,247,235,53224,2.74277,65784,4386,15,53224,209
5,Presentation6,T+P,M3-2-A,23782,277,86,11639,2.67785,25747,1226,21,11639,61
5,Presentation6,T+P,M3-2-B,13957,349,40,19833,2.69558,14823,1140,13,19833,24
5,Presentation6,T+P,M3-2-C,15023,295,51,20233,2.68073,16621,2374,7,20233,40
5,Presentation6,T+P,M3-2-D,2465,246,10,41534,2.74826,2648,530,5,41534,4
5,Presentation6,T+P,P,883,177,5,932,3.14244,966,322,3,932,2
5,Presentation6,T+P,DELETE,516,172,3,33,3.04277,533,266,2,33,1
5,Presentation6,T+P,DELETE,22634,260,87,300,2.65934,25980,2887,9,300,64
5,Presentation6,T+P,Q,74146,285,260,2465,2.6826,82873,4875,17,2465,220
5,Presentation6,T+P,T,23150,257,90,33,2.66835,26613,2957,9,33,67
5,Presentation6,Entire Recording,M3-2-A,23782,277,86,53498,2.67785,25747,1226,21,53498,61
5,Presentation6,Entire Recording,M3-2-B,13957,349,40,61692,2.69558,14823,1140,13,61692,24
5,Presentation6,Entire Recording,M3-2-C,15023,295,51,62092,2.68073,16621,2374,7,62092,40
5,Presentation6,Entire Recording,M3-2-D,2465,246,10,83393,2.74826,2648,530,5,83393,4
5,Presentation6,Entire Recording,P,883,177,5,42792,3.14244,966,322,3,42792,2
5,Presentation6,Entire Recording,DELETE,516,172,3,41893,3.04277,533,266,2,41893,1
5,Presentation6,Entire Recording,DELETE,22634,260,87,42159,2.65934,25980,2887,9,42159,64
5,Presentation6,Entire Recording,Q,74146,285,260,44324,2.6826,82873,4875,17,44324,220
5,Presentation6,Entire Recording,T,23150,257,90,41893,2.66835,26613,2957,9,41893,67
5,Presentation7,T+A&P,M4-1-A,7178,276,26,85575,2.63714,7811,1302,6,85575,19
5,Presentation7,T+A&P,M4-1-B,6928,301,23,95851,2.53376,7428,1857,4,95851,18
5,Presentation7,T+A&P,M4-1-C,22867,276,83,109741,2.63944,25282,4214,6,109741,74
5,Presentation7,T+A&P,M4-1-D,5916,296,20,126712,2.67944,6449,3225,2,126712,18
5,Presentation7,T+A&P,P,53578,288,186,1908,2.67185,58968,14742,4,1908,162
5,Presentation7,T+A&P,DELETE,27847,309,90,942,2.7745,30776,5129,6,942,82
5,Presentation7,T+A&P,DELETE,866,289,3,226,3.5176,866,289,3,226,0
5,Presentation7,T+A&P,Q,56047,289,194,78813,2.63389,61659,4743,13,78813,174
5,Presentation7,T+A&P,T,28996,308,94,226,2.79739,32558,4651,7,226,84
5,Presentation7,Entire Recording,M4-1-A,7178,276,26,131758,2.63714,7811,1302,6,131758,19
5,Presentation7,Entire Recording,M4-1-B,6928,301,23,142034,2.53376,7428,1857,4,142034,18
5,Presentation7,Entire Recording,M4-1-C,22867,276,83,155924,2.63944,25282,4214,6,155924,74
5,Presentation7,Entire Recording,M4-1-D,5916,296,20,172895,2.67944,6449,3225,2,172895,18
5,Presentation7,Entire Recording,P,53578,288,186,48091,2.67185,58968,14742,4,48091,162
5,Presentation7,Entire Recording,DELETE,27847,309,90,47125,2.7745,30776,5129,6,47125,82
5,Presentation7,Entire Recording,DELETE,866,289,3,46409,3.5176,866,289,3,46409,0
5,Presentation7,Entire Recording,Q,56047,289,194,124996,2.63389,61659,4743,13,124996,174
5,Presentation7,Entire Recording,T,28996,308,94,46409,2.79739,32558,4651,7,46409,84
5,Presentation8,T+A&P,M4-2-A,8561,306,28,14822,2.65122,9293,1162,8,14822,19
5,Presentation8,T+A&P,M4-2-B,14673,349,42,16004,2.68616,16088,1788,9,16004,30
5,Presentation8,T+A&P,M4-2-C,17052,406,42,66898,2.69372,18035,1803,10,66898,30
5,Presentation8,T+A&P,M4-2-D,7295,317,23,67814,2.72167,7828,1118,7,67814,16
5,Presentation8,T+A&P,P,4864,324,15,0,2.76187,5164,1291,4,0,11
5,Presentation8,T+A&P,DELETE,4264,305,14,267,2.85971,4480,896,5,267,9
5,Presentation8,T+A&P,DELETE,34275,290,118,3547,2.63605,38003,3167,12,3547,101
5,Presentation8,T+A&P,Q,58622,343,171,2181,2.70321,64368,6437,10,2181,154
5,Presentation8,T+A&P,T,43485,290,150,267,2.65531,48296,4830,10,267,133
5,Presentation8,Entire Recording,M4-2-A,8561,306,28,57033,2.65122,9293,1162,8,57033,19
5,Presentation8,Entire Recording,M4-2-B,14673,349,42,58216,2.68616,16088,1788,9,58216,30
5,Presentation8,Entire Recording,M4-2-C,17052,406,42,109110,2.69372,18035,1803,10,109110,30
5,Presentation8,Entire Recording,M4-2-D,7295,317,23,110026,2.72167,7828,1118,7,110026,16
5,Presentation8,Entire Recording,P,4864,324,15,42211,2.76187,5164,1291,4,42211,11
5,Presentation8,Entire Recording,DELETE,4264,305,14,42479,2.85971,4480,896,5,42479,9
5,Presentation8,Entire Recording,DELETE,34275,290,118,45758,2.63605,38003,3167,12,45758,101
5,Presentation8,Entire Recording,Q,58622,343,171,44392,2.70321,64368,6437,10,44392,154
5,Presentation8,Entire Recording,T,43485,290,150,42479,2.65531,48296,4830,10,42479,133
6,Presentation1,T,M1-1-A,3597,120,30,46153,2.67585,10072,839,12,46153,3
6,Presentation1,T,M1-1-B,1449,111,13,93647,2.77909,3464,577,6,93647,1
6,Presentation1,T,M1-1-BLANK,0,,0,,,0,,0,,0
6,Presentation1,T,M1-1-C,1282,99,13,94846,2.72984,2532,316,8,94846,0
6,Presentation1,T,M1-1-D,633,105,6,46919,2.75649,1382,276,5,46919,0
6,Presentation1,T,M1-1-DELETE,12225,188,65,1804,2.80405,15639,2606,6,1804,44
6,Presentation1,T,M1-1-DELETE,18542,118,157,0,2.72659,64290,6429,10,0,24
6,Presentation1,T,Q,9776,115,85,43391,2.70213,35929,5133,7,43391,9
6,Presentation1,T,T,31283,139,225,0,2.76051,82477,16495,5,0,74
6,Presentation1,Entire Recording,M1-1-A,3597,120,30,149801,2.67585,10072,839,12,149801,3
6,Presentation1,Entire Recording,M1-1-B,1449,111,13,197296,2.77909,3464,577,6,197296,1
6,Presentation1,Entire Recording,M1-1-BLANK,0,,0,,,0,,0,,0
6,Presentation1,Entire Recording,M1-1-C,1282,99,13,198495,2.72984,2532,316,8,198495,0
6,Presentation1,Entire Recording,M1-1-D,633,105,6,150567,2.75649,1382,276,5,150567,0
6,Presentation1,Entire Recording,M1-1-DELETE,12225,188,65,105452,2.80405,15639,2606,6,105452,44
6,Presentation1,Entire Recording,M1-1-DELETE,18542,118,157,103648,2.72659,64290,6429,10,103648,24
6,Presentation1,Entire Recording,Q,9776,115,85,147039,2.70213,35929,5133,7,147039,9
6,Presentation1,Entire Recording,T,31283,139,225,103648,2.76051,82477,16495,5,103648,74
6,Presentation2,T,M1-2-A,3664,204,18,49217,2.66718,3947,359,11,49217,5
6,Presentation2,T,M1-2-B,3714,206,18,65404,2.59815,4747,1582,3,65404,9
6,Presentation2,T,M1-2-BLANK,966,241,4,304,3.99351,1033,516,2,304,2
6,Presentation2,T,M1-2-C,4630,201,23,70067,2.61695,6046,1511,4,70067,11
6,Presentation2,T,M1-2-D,217,217,1,76529,2.57055,217,217,1,76529,0
6,Presentation2,T,M1-2-DELETE,366,122,3,5151,3.24702,516,516,1,5151,1
6,Presentation2,T,M1-2-DELETE,35724,195,183,5,2.72602,45617,2534,18,5,100
6,Presentation2,T,Q,19989,187,107,9631,2.65438,26479,1655,16,9631,54
6,Presentation2,T,T,37656,195,193,5,2.73387,48348,2686,18,5,105
6,Presentation2,Entire Recording,M1-2-A,3664,204,18,131763,2.66718,3947,359,11,131763,5
6,Presentation2,Entire Recording,M1-2-B,3714,206,18,147950,2.59815,4747,1582,3,147950,9
6,Presentation2,Entire Recording,M1-2-BLANK,966,241,4,82851,3.99351,1033,516,2,82851,2
6,Presentation2,Entire Recording,M1-2-C,4630,201,23,152613,2.61695,6046,1511,4,152613,11
6,Presentation2,Entire Recording,M1-2-D,217,217,1,159075,2.57055,217,217,1,159075,0
6,Presentation2,Entire Recording,M1-2-DELETE,366,122,3,87697,3.24702,516,516,1,87697,1
6,Presentation2,Entire Recording,M1-2-DELETE,35724,195,183,82551,2.72602,45617,2534,18,82551,100
6,Presentation2,Entire Recording,Q,19989,187,107,92177,2.65438,26479,1655,16,92177,54
6,Presentation2,Entire Recording,T,37656,195,193,82551,2.73387,48348,2686,18,82551,105
6,Presentation3,T+A,M2-1-A,1166,146,8,117223,2.80452,1166,146,8,117223,0
6,Presentation3,T+A,M2-1-B,297,149,2,125498,2.80217,297,149,2,125498,0
6,Presentation3,T+A,M2-1-BLANK,366,122,3,96,3.0288,366,122,3,96,0
6,Presentation3,T+A,M2-1-C,0,,0,,,0,,0,,0
6,Presentation3,T+A,M2-1-D,0,,0,,,0,,0,,0
6,Presentation3,T+A,M2-1-DELETE,8744,250,35,1893,2.85254,10193,1699,6,1893,23
6,Presentation3,T+A,M2-1-DELETE,67118,176,382,362,2.64571,98642,6165,16,362,152
6,Presentation3,T+A,Q,8591,156,55,106049,2.73354,13502,1929,7,106049,12
6,Presentation3,T+A,T,79226,182,435,362,2.67239,114980,10453,11,362,189
6,Presentation3,Entire Recording,M2-1-A,1166,146,8,164826,2.80452,1166,146,8,164826,0
6,Presentation3,Entire Recording,M2-1-B,297,149,2,173100,2.80217,297,149,2,173100,0
6,Presentation3,Entire Recording,M2-1-BLANK,366,122,3,47698,3.0288,366,122,3,47698,0
6,Presentation3,Entire Recording,M2-1-C,0,,0,,,0,,0,,0
6,Presentation3,Entire Recording,M2-1-D,0,,0,,,0,,0,,0
6,Presentation3,Entire Recording,M2-1-DELETE,8744,250,35,49496,2.85254,10193,1699,6,49496,23
6,Presentation3,Entire Recording,M2-1-DELETE,67118,176,382,47964,2.64571,98642,6165,16,47964,152
6,Presentation3,Entire Recording,Q,8591,156,55,153651,2.73354,13502,1929,7,153651,12
6,Presentation3,Entire Recording,T,79226,182,435,47964,2.67239,114980,10453,11,47964,189
6,Presentation4,T+A,M2-2-A,9643,189,51,18940,2.72442,11257,489,23,18940,18
6,Presentation4,T+A,M2-2-B,11839,188,63,21671,2.71581,14701,544,27,21671,17
6,Presentation4,T+A,M2-2-BLANK,0,,0,,,0,,0,,0
6,Presentation4,T+A,M2-2-C,8710,198,44,22271,2.72798,10940,684,16,22271,14
6,Presentation4,T+A,M2-2-D,266,133,2,56006,2.65627,266,133,2,56006,0
6,Presentation4,T+A,M2-2-DELETE,1216,243,5,2790,2.66479,1266,422,3,2790,2
6,Presentation4,T+A,M2-2-DELETE,27791,163,171,0,2.72756,42007,1909,22,0,65
6,Presentation4,T+A,Q,41251,189,218,9566,2.72702,56165,2442,23,9566,100
6,Presentation4,T+A,T,30672,167,184,0,2.72759,47019,2475,19,0,73
6,Presentation4,Entire Recording,M2-2-A,9643,189,51,62234,2.72442,11257,489,23,62234,18
6,Presentation4,Entire Recording,M2-2-B,11839,188,63,64966,2.71581,14701,544,27,64966,17
6,Presentation4,Entire Recording,M2-2-BLANK,0,,0,,,0,,0,,0
6,Presentation4,Entire Recording,M2-2-C,8710,198,44,65565,2.72798,10940,684,16,65565,14
6,Presentation4,Entire Recording,M2-2-D,266,133,2,99300,2.65627,266,133,2,99300,0
6,Presentation4,Entire Recording,M2-2-DELETE,1216,243,5,46085,2.66479,1266,422,3,46085,2
6,Presentation4,Entire Recording,M2-2-DELETE,27791,163,171,43295,2.72756,42007,1909,22,43295,65
6,Presentation4,Entire Recording,Q,41251,189,218,52861,2.72702,56165,2442,23,52861,100
6,Presentation4,Entire Recording,T,30672,167,184,43295,2.72759,47019,2475,19,43295,73
6,Presentation5,T+P,M3-1-A,4097,114,36,12654,2.71901,6579,387,17,12654,6
6,Presentation5,T+P,M3-1-B,5746,140,41,17182,2.75229,8744,437,20,17182,4
6,Presentation5,T+P,M3-1-C,4819,134,36,20147,2.78197,7701,513,15,20147,7
6,Presentation5,T+P,M3-1-D,866,87,10,26525,2.83862,1099,220,5,26525,2
6,Presentation5,T+P,P,12941,154,84,732,2.92661,20549,1581,13,732,30
6,Presentation5,T+P,DELETE,38372,205,187,28974,2.68194,48663,12166,4,28974,118
6,Presentation5,T+P,DELETE,5463,171,32,83,2.77803,6995,1399,5,83,14
6,Presentation5,T+P,Q,20208,130,155,8757,2.75689,41440,2960,14,8757,35
6,Presentation5,T+P,T,43835,200,219,83,2.69383,55658,6184,9,83,132
6,Presentation5,Entire Recording,M3-1-A,4097,114,36,111869,2.71901,6579,387,17,111869,6
6,Presentation5,Entire Recording,M3-1-B,5746,140,41,116397,2.75229,8744,437,20,116397,4
6,Presentation5,Entire Recording,M3-1-C,4819,134,36,119362,2.78197,7701,513,15,119362,7
6,Presentation5,Entire Recording,M3-1-D,866,87,10,125741,2.83862,1099,220,5,125741,2
6,Presentation5,Entire Recording,P,12941,154,84,99947,2.92661,20549,1581,13,99947,30
6,Presentation5,Entire Recording,DELETE,38372,205,187,128189,2.68194,48663,12166,4,128189,118
6,Presentation5,Entire Recording,DELETE,5463,171,32,99298,2.77803,6995,1399,5,99298,14
6,Presentation5,Entire Recording,Q,20208,130,155,107972,2.75689,41440,2960,14,107972,35
6,Presentation5,Entire Recording,T,43835,200,219,99298,2.69383,55658,6184,9,99298,132
6,Presentation6,T+P,M3-2-A,13840,198,70,5808,2.67957,16686,725,23,5808,27
6,Presentation6,T+P,M3-2-B,8561,252,34,14535,2.71184,9710,571,17,14535,11
6,Presentation6,T+P,M3-2-C,3398,170,20,28674,2.80269,4164,463,9,28674,4
6,Presentation6,T+P,M3-2-D,0,,0,,,0,,0,,0
6,Presentation6,T+P,P,947,158,6,0,3.04628,1845,922,2,0,1
6,Presentation6,T+P,DELETE,5413,175,31,36267,2.68065,7062,3531,2,36267,21
6,Presentation6,T+P,DELETE,8311,173,48,1561,2.69512,12608,1401,9,1561,17
6,Presentation6,T+P,Q,35493,195,182,3693,2.69822,49678,3548,14,3693,87
6,Presentation6,T+P,T,14273,172,83,1561,2.68785,21335,4267,5,1561,41
6,Presentation6,Entire Recording,M3-2-A,13840,198,70,51385,2.67957,16686,725,23,51385,27
